UNIQUE_CARRIER_ENTITY,ORIGIN_AIRPORT_ID,DEST_AIRPORT_ID,FREIGHT
6700,11292,13029,0
6700,11292,13871,0
6700,12892,11109,0
0A875,11292,10821,2034
0A875,11292,14107,3289
0A875,11292,14683,2449
0A875,11292,14893,542
0A875,14107,11292,1082
0A875,14683,11292,444
6725,10257,11292,2312
6725,10529,11292,12594
6725,10721,11292,22565
6725,11292,11433,7042
6725,14570,11292,5294
6003,11109,11292,0
6003,11292,10423,0
6200,11292,13244,2198850
0A050,11292,14100,569
0A050,11292,14107,466
0A050,11503,11298,0
0A050,12892,11292,80
0A050,13303,11292,250
0A050,14107,11292,431
1260,11292,11433,922
7041,11292,13851,0
7041,13486,11292,0
6700,10599,11292,0
6700,11109,13930,0
6700,11292,13029,0
6700,13029,11292,0
0A875,10423,11292,915
0A875,11278,11292,167
0A875,11292,11278,480
6725,11292,14122,951
6460,11292,14492,0
6460,11292,14683,0
6460,14057,11292,0
6460,14492,11292,0
6460,14683,11292,0
6830,11292,11433,0
6830,11292,11697,0
6830,11697,11292,0
6830,12266,11292,0
6689,13502,11298,0
6904,11292,11637,0
6085,11109,13930,0
0A050,11292,12892,195
0A050,11292,13303,201
0A050,11298,11503,0
6700,10372,11298,0
6700,11292,12278,0
6700,11298,10372,0
0A875,11292,10397,3997
0A875,11292,11884,1502
0A875,11292,12892,175205
0A875,11292,14107,1307
0A875,11292,14771,54130
0A875,12892,11292,111333
6725,11292,11986,1841
6725,11292,12339,3713
6725,11618,11292,8163
6725,11986,11292,409
6003,10599,11292,0
6460,10397,11292,0
6460,11292,11066,0
6460,11292,14057,0
6460,11292,14679,0
6460,12264,11292,0
6460,14679,11292,0
6830,11292,12266,0
6830,11292,12892,0
6830,11292,14679,0
6830,11298,11292,0
6830,11433,11292,0
6830,12892,11292,0
6830,13487,11292,0
6830,14679,11292,0
6689,11298,13502,23
6689,13502,14107,0
6689,14107,13502,0
6031,11292,14747,1673
6031,14747,11292,3374
6904,11097,11292,0
6904,11292,11097,0
0A050,11292,14107,0
0A050,14107,11292,5603
1260,10397,11109,3000
1260,11109,10397,4997
1260,11433,11292,934
7041,11292,11503,0
7041,11503,11292,0
6700,10849,11292,0
6700,11109,12266,0
6700,11292,10713,0
6700,11292,10713,0
6700,11292,11638,0
6700,11292,12156,0
6700,12156,11292,0
6700,12266,11109,0
6700,12519,11292,0
0A875,11292,12173,64061
0A875,11884,11292,694
0A875,12173,11292,344222
0A875,12266,11292,314830
0A875,12278,11292,639
0A875,12339,11292,345
0A875,14747,11292,1139
6725,11292,10257,7094
6725,11292,14893,7290
6725,14100,11292,5114
6725,15304,11292,1784
6003,11292,10693,0
6460,10423,11292,0
6460,11042,11292,0
6460,11057,11292,0
6460,11066,11292,0
6460,11109,13204,0
6460,11109,14107,0
6460,11292,10397,0
6460,11292,10397,0
6460,11292,10423,0
6460,11292,11042,0
6460,11292,11057,0
6460,11292,11298,0
6460,11292,12264,0
6460,11292,12889,0
6460,11292,12953,0
6460,11292,13244,0
6460,11292,13303,0
6460,11292,13495,0
6460,11292,13871,0
6460,11292,14057,0
6460,11292,14100,0
6460,11292,14100,0
6460,11292,14122,0
6460,11292,14679,0
6460,11292,14747,0
6460,11292,14869,0
6460,11292,15016,0
6460,11292,15304,0
6460,11298,11292,0
6460,12889,11292,0
6460,12953,11292,0
6460,13204,11109,0
6460,13244,11292,0
6460,13303,11292,0
6460,13495,11292,0
6460,13871,11292,0
6460,14057,11292,0
6460,14100,11292,0
6460,14100,11292,0
6460,14107,11109,0
6460,14122,11292,0
6460,14679,11292,0
6460,14747,11292,0
6460,14869,11292,0
6460,15016,11292,0
6460,15304,11292,0
6830,11292,11298,0
6830,11292,12892,0
6830,11292,13487,0
6830,12892,11292,0
6031,11292,14747,923
6031,14747,11292,14054
6904,11292,12217,0
6904,12217,11292,0
0A050,14100,11292,1686
6700,10620,11292,0
6700,11292,10620,0
6700,11292,10849,0
6700,11292,14689,0
6700,12278,11292,0
6700,13930,11109,0
6700,14689,11292,0
0A875,11292,12278,14
0A875,11292,12953,186
0A875,11292,13204,242
0A875,11292,14107,2019
0A875,14107,11292,697
0A875,14893,11292,0
6725,11292,11433,3239
6460,10397,11292,0
6460,11292,14679,0
6460,11292,14869,0
6460,14679,11292,0
6460,14869,11292,0
6904,11292,14730,0
6904,14730,11292,0
6910,11292,14730,1946318
6673,11292,12478,0
6673,12478,11292,0
1260,11292,14869,1599
1260,14869,11292,11066
7041,10423,11292,0
6700,11292,11193,0
0A875,10721,11292,2301
0A875,11042,11292,477
0A875,11292,14908,214
6725,11292,10423,2890
6725,11292,10721,5419
6725,11292,11259,5345
6725,13891,11292,4652
6725,14100,11292,17855
6725,14570,11292,7127
6003,11292,10599,0
6460,11292,13342,0
6460,13342,11292,0
6910,14730,11292,2592196
6700,11292,11775,0
6700,12892,11109,0
0A875,10397,11292,530
0A875,13871,11292,1118
6725,11292,10397,1325
6725,13342,11292,7280
6725,15376,11292,3555
6003,12339,11292,0
6460,11292,13198,0
6460,13198,11292,0
6200,13244,11292,2861762
6904,11292,12992,0
6904,11637,11292,0
0A050,11292,11298,1286
6700,15376,11292,0
0A875,11292,13342,320
0A875,11292,13930,9985
0A875,11298,11292,936
6725,11292,11697,6857
6460,11433,11292,0
6904,11292,13029,0
1260,11292,11433,4926
6700,11292,14457,0
6700,11986,11292,0
0A875,11292,11298,3690
0A875,11292,11298,2474
0A875,12953,11292,248
0A875,13342,11292,235
0A875,14679,11292,598
0A875,14908,11292,12
6725,11292,10693,5383
6725,11292,14100,7416
6725,11433,11292,3868
6725,11884,11292,2922
6725,12264,11292,5450
6725,14057,11292,7865
6460,11292,11433,0
6200,11292,12339,2576162
6200,12339,11292,3056879
6904,10140,11292,0
6904,11292,10140,0
6904,11292,11540,0
1260,11292,10397,2003
7041,11267,11292,0
6700,11109,13930,0
6700,11292,13158,0
6700,11775,11292,0
6700,15919,11292,0
0A875,11292,11042,3509
0A875,11618,11292,2797
6725,11292,14771,20632
6003,11109,12266,0
6904,11540,11292,0
6910,14730,11292,2547707
1260,10397,11292,14700
1260,11292,12478,3415
1260,12478,11292,7666
7041,14457,11292,0
6700,13158,11292,0
0A875,10821,11292,963
0A875,11292,11298,5066
0A875,11292,11986,189
0A875,11292,13204,854
0A875,11292,13871,758
0A875,11618,11292,1118
0A875,13930,11292,1549
6725,10713,11292,917
6725,11292,11066,13681
6725,11292,13204,4064
6725,11292,15304,3250
6725,13204,11292,6723
6904,13367,11292,0
6700,10627,11292,0
6700,11292,10627,0
0A875,14771,11292,6000
6725,11292,12953,7039
6725,11292,14570,5181
6031,11292,14747,4141
6904,13029,11292,0
6725,11292,14057,9331
6031,14747,11292,1856
6725,11292,10713,7185
0A875,11423,11292,610
0A875,11292,11423,3569
0A875,12892,11292,9102
6700,15376,11292,0
6932,11292,14534,0
0A875,11292,14679,441
6700,10713,11292,0
6700,14457,11292,0
0A875,14679,11292,1089
0A875,11003,11292,210
0A875,11292,11003,92
0A875,11292,12441,620
0A875,11292,12892,3087
0A875,11298,11292,1674
0A875,11648,11292,39
6725,12889,11292,3863
6725,15016,11292,8682
6932,14534,11292,0
1260,14869,11292,7710
6700,11292,10800,0
6700,11292,13851,0
6700,11292,14457,0
6700,11292,14869,0
6700,13851,11292,0
0A875,11292,11648,2812
0A875,11292,14893,2061
6725,10821,11292,15999
6725,14747,11292,23466
1260,11292,14747,0
1260,11292,14869,1083
6700,11292,13244,0
0A875,12441,11292,83
0A875,14492,11292,1556
1260,14747,11292,1512
7041,11292,10397,0
0A875,11292,11433,2266
0A875,11292,13204,1511
0A875,11292,14679,1178
0A875,13487,11292,482
6725,11292,13342,7872
6725,11292,14679,6124
7041,11292,15016,0
6700,14783,11292,0
0A875,11292,14492,5090
6460,11292,13930,0
6460,13930,11292,0
6700,11292,11423,0
6700,11292,14831,0
6700,14831,11292,0
0A875,11292,10721,18225
0A875,11292,13930,15937
0A875,11433,11292,418
0A875,13485,11292,446
6904,15016,11292,0
6932,11711,11292,0
1260,12953,11292,1727
6700,13486,11292,0
6700,14489,11292,0
0A875,11292,11618,9437
0A875,11292,13485,169
0A875,11292,14100,4324
0A875,11618,11292,6677
0A875,13204,11292,6438
6725,11292,12892,27946
6725,12892,11292,40569
6003,11292,12339,0
6932,11292,11711,0
1260,11292,12478,7102
1260,11433,11292,3605
1260,12478,11292,16456
6700,11292,15370,0
0A875,11042,11292,482
0A875,11292,11618,10665
6725,14122,11292,3298
1260,11292,11433,2608
1260,11292,12953,729
7041,11292,10423,0
7041,11292,12441,0
7041,12441,11292,0
6700,10561,11292,0
6700,11292,13486,0
6700,11292,14489,0
0A875,13204,11292,1648
0A875,14057,11292,4512
6725,11618,11292,21866
6085,12266,11109,0
6081,11292,14120,0
6700,11292,11413,0
6700,11413,11292,0
6700,13930,10372,0
0A875,10299,11292,52536
6725,13796,11292,17156
6081,14120,11292,0
6700,10372,13930,0
6700,14869,11292,0
6700,14893,11292,0
6725,12264,11292,7460
6932,11292,14877,0
6932,14877,11292,0
6700,11292,12255,0
6700,11292,12519,0
6700,11292,12888,0
6700,11292,14783,0
6700,12255,11292,0
0A875,11292,12889,2650
0A875,14679,11292,759
6725,10693,11292,30930
6725,15370,11292,4387
6904,11292,11315,0
6904,11315,11292,0
1177,10221,11292,0
1177,10925,11292,0
1177,10950,11292,0
1177,11292,10221,0
1177,11292,10925,0
1177,11292,13200,0
1177,11292,15582,0
1177,13200,11292,0
1177,15582,11292,0
7041,11292,11267,0
6700,12888,11292,0
6700,12992,11292,0
0A875,11292,10299,7890
6003,11292,11109,0
6904,10279,11292,0
6904,11292,10279,0
6700,11109,12892,0
6700,11292,14893,0
0A875,11292,14057,3000
0A875,12266,11292,10033
6725,10397,11292,22635
6725,11292,11884,10330
6725,11292,13495,2684
6460,11292,14107,0
6460,14107,11292,0
1177,11292,10950,0
1260,11292,10397,9093
7041,11292,13502,0
7041,13502,11292,0
6700,11292,13433,0
6700,13433,11292,0
0A875,11292,14570,991
0A875,12892,11292,7774
0A875,14570,11292,509
6725,14492,11292,18724
1260,10397,11292,18819
6700,11292,10561,0
6700,11292,11865,0
6700,11292,12992,0
6700,11292,14543,0
6700,11865,11292,0
6700,13930,11109,0
6700,14543,11292,0
6700,14869,11109,0
0A875,10849,11292,66
0A875,11292,10849,5161
0A875,11292,12892,2767
0A875,12889,11292,655
6725,11292,13891,21072
6725,11292,14492,19984
6725,11292,15304,6138
6725,13495,11292,22565
6460,11292,14908,0
6460,14908,11292,0
6904,11292,12896,0
6904,12896,11292,0
6904,13486,11292,0
1177,11092,11292,0
1177,11292,11092,0
6700,11109,14869,0
0A875,11292,12266,468
6725,11292,10721,26489
6725,11292,15376,10150
6460,13487,11292,0
6830,11292,13930,0
6904,11122,11292,0
6904,11292,13486,0
6673,10721,11292,0
6673,11292,10721,0
1260,11292,14869,574
1260,14869,11292,14660
7041,13198,11292,0
6700,11292,11109,0
6700,11292,14869,0
6700,12892,10372,0
6700,14869,11292,0
0A875,11292,14057,4198
0A875,12889,11292,388
6725,11292,15016,11838
6725,11292,15370,12709
6460,11292,13487,0
6904,11292,11122,0
6904,11292,15016,0
0A050,11292,13303,2772
0A050,14100,11292,1876
6700,14252,11292,0
6700,14794,11292,0
0A875,10620,11292,1582
0A875,11292,10620,6867
0A875,13930,11292,3784
6460,11193,11292,0
6460,11292,12266,0
6460,11292,13204,0
6460,12266,11292,0
6460,12892,11292,0
6830,11292,12889,0
6830,13930,11292,0
6904,11292,12389,0
6904,12389,11292,0
0A050,11292,14107,2826
0A050,13303,11292,7877
0A050,14107,11292,646
6700,10372,12892,0
6700,11292,11540,0
6700,11292,14252,0
6700,11292,14794,0
6700,11413,14107,0
6700,11540,11292,0
6700,11921,14107,0
6700,14107,11413,0
6700,14107,11921,0
0A875,10721,11292,4761
0A875,11292,12889,821
6460,11292,11193,0
6460,11292,12889,0
6460,11292,12892,0
6460,11292,14771,0
6460,12889,11292,0
6460,13204,11292,0
6460,14771,11292,0
6830,12889,11292,0
6904,11292,14674,0
6904,14674,11292,0
0A050,11292,14100,425
6725,11066,11292,33657
6725,11292,13796,10426
6725,11292,14747,47936
7041,15016,11292,0
6725,10721,11292,45759
7041,11292,11122,0
6700,11292,15376,0
7041,11122,11292,0
6725,15304,11292,21268
6904,11921,11292,0
0A875,12953,11292,1025
6904,11292,11921,0
0A875,11292,11618,24015
6700,11292,12003,0
6700,12003,11292,0
0A875,11292,12264,5354
0A875,14057,11292,2863
0A875,12266,11292,4503
6725,14107,11292,20291
6700,11292,11638,0
6700,11292,11921,0
6700,11921,11292,0
0A875,11292,14771,4010
0A875,11292,13487,3928
0A875,14771,11292,10734
6725,11292,11618,21837
6725,11292,14107,4411
6725,11292,13342,10688
0A875,11292,10721,12356
6904,11292,14457,0
6904,10627,11292,0
6725,12191,11292,35022
6725,14679,11292,13999
6904,11292,10627,0
6725,11292,13796,35520
6725,13851,11292,5058
6003,14869,11292,0
6725,11292,12264,39030
6904,14457,11292,0
6725,11292,13851,12305
6725,11292,14057,24442
6725,14683,11292,5589
6725,11292,14747,55543
6700,11637,11292,0
0A875,11292,12953,440
1177,10272,11292,0
6932,11292,14288,0
6932,14288,11292,0
1177,11292,10272,0
6725,14057,11292,40512
6725,13342,11292,10486
6725,10140,11292,9139
6031,14747,11292,45174
0A875,11292,12266,4464
0A875,14908,11292,637
6031,11292,14747,3157
0A875,11292,14908,1578
0A875,11292,12892,3603
6460,11278,11292,0
0A875,12953,11292,277
0A875,14771,11292,18223
0A050,13930,11292,3553
6700,11292,11637,0
0A875,11292,14771,6730
6460,11292,11278,0
6725,11292,12191,15791
0A050,11292,13930,1395
6725,11292,14683,4577
0A875,11292,12953,455
0A875,12892,11292,37088
0A875,12264,11292,3708
6725,11292,10140,5786
6725,11292,10800,5342
6725,11292,12339,19869
6725,10800,11292,8337
6725,12953,11292,31623
6725,11292,13871,13174
6725,13871,11292,2474
6725,11292,12191,10507
6725,11292,10821,25831
6725,10397,11292,31675
6700,14869,11292,0
0A875,11292,11618,16135
6700,11921,14869,0
6725,11292,15016,6941
6700,14869,11921,0
6725,13204,11292,26897
1006,11292,14771,0
1006,14771,11292,0
6725,11292,13204,23828
6725,10693,11292,48139
6700,12280,11292,0
6725,14831,11292,24710
0A050,11292,12892,1318
6700,11292,12280,0
6725,11292,10821,43786
6820,11298,11921,534
6689,11413,11298,1560
6820,11921,11298,639
0A050,12892,11292,1832
6689,11298,11413,4
6725,13796,11292,25628
6700,11109,11292,0
0A875,14747,11292,3662
0A050,11292,13930,888
0A050,13930,11292,9661
6725,14747,11292,30015
6725,12191,11292,31990
6725,11292,10693,18634
6725,11292,14771,50293
6725,11292,10397,12117
6700,14747,11292,0
0A875,11618,11292,10513
6700,11292,14747,0
6700,11638,11292,0
0A875,11292,14771,2803
6725,15016,11292,25486
6725,12339,11292,45989
0A875,11292,14747,8100
6725,14679,11292,23249
6725,11292,10423,8150
6725,11292,14831,6591
6700,11292,14869,0
6725,10423,11292,17680
7041,11413,11292,0
7041,11292,11413,0
6725,11292,14893,15210
6725,13232,11292,50091
0A875,14771,11292,31358
6725,14893,11292,36110
0A050,11109,11298,0
0A050,11298,11109,1
6725,11292,13232,28560
6725,14771,11292,36751
6725,10821,11292,43848
6700,11109,11292,0
0A875,12266,11292,19354
6725,11292,13487,33389
6725,11292,14679,4682
6725,13487,11292,44521
6700,11292,11109,0
0A875,12264,11292,5492
6700,12892,11292,0
6700,11292,12892,0
6725,11292,14908,9744
6725,14908,11292,18667
1260,10397,11292,18075
6725,11292,14869,92042
6725,11292,13232,29343
1260,11292,10397,14547
0A875,11292,12264,28347
1260,11292,13487,8777
1260,13487,11292,27440
6725,13232,11292,62523
6725,11292,11259,35007
6725,14869,11292,57317
6725,11259,11292,45317
0A875,11292,12266,12202
6725,12892,11292,142094
6725,11292,12892,55050
6700,10372,11292,0
6700,11292,10372,0
6725,13198,11292,26103
0A050,11057,11292,10717
0A050,11292,11057,4059
6725,11292,13198,22029
6725,11292,14107,39128
6725,14107,11292,47129
6725,12889,11292,36027
0A875,13930,11292,40711
0A050,11292,11298,6733
0A875,11292,13930,66501
6725,11292,12889,28035
0A050,11298,11292,24641
