UNIQUE_CARRIER_ENTITY,ORIGIN_AIRPORT_ID,DEST_AIRPORT_ID,FREIGHT
6200,11292,11298,16753
6200,11292,12339,14986
6200,11292,13198,50142
6200,11292,13495,23383
6200,11292,14869,47075
6200,11292,15376,42470
6200,11921,14869,42190
6200,12339,11292,13780
6200,13198,11292,114987
6200,13244,11921,42190
6200,13796,11292,30465
6830,11292,11433,0
6830,12266,11292,0
6689,13502,12891,0
6904,11292,11413,0
6904,11413,11292,0
6904,11986,11292,0
6820,11298,13502,0
6820,13502,11298,1
6932,11292,14877,0
6932,14877,11292,0
6085,11109,15016,0
6085,11292,11109,0
6085,12266,11292,0
6085,12266,12012,0
6910,11292,10559,18239
6910,11292,12889,32891
6910,11292,14730,25727
6910,14869,11292,14991
6910,14869,11292,66035
0A050,11292,14057,0
0A050,12892,11292,428
0A050,14100,11292,0
1260,11292,13487,188
1260,11292,13487,70
1260,14869,11292,0
7041,11292,11986,0
7041,11423,11292,0
6700,11109,11292,0
6700,11292,11109,0
6700,11292,11921,0
6700,11292,12003,0
6700,11292,14057,0
6700,11292,14683,0
6700,11638,11109,0
6700,11921,10372,0
6700,11921,11292,0
6700,11921,11298,0
6700,12003,11292,0
6700,13930,11921,0
6700,14679,11292,0
6700,15919,11292,0
0A875,10397,11292,375
0A875,11193,11292,106
0A875,11278,11292,0
0A875,11292,10397,1391
0A875,11292,10721,0
0A875,11292,11278,0
0A875,11292,11884,46
0A875,11292,12278,0
0A875,11292,14492,33
0A875,11292,14689,0
0A875,11292,15304,104
0A875,11292,15376,114
0A875,11603,11292,0
0A875,11618,11292,19
0A875,11884,11292,62
0A875,11986,11292,4
0A875,12278,11292,20
0A875,12889,11292,0
0A875,15304,11292,1
0A875,15376,11292,7
6725,10713,11292,0
6725,11292,10140,173
6725,11292,10821,190
6725,11292,10994,59
6725,11292,11066,1128
6725,11292,11884,431
6725,11292,14730,208
6725,11292,14869,565
6725,11884,11292,0
6725,14057,11292,1579
6725,14679,11292,13
6725,14747,11292,43
6725,14831,11292,210
6003,11066,11292,0
6003,11292,10599,0
6003,11292,11066,0
6003,11292,13487,0
6003,11292,15370,0
6003,13851,11292,0
6460,11292,13485,0
6460,11292,13487,0
6460,11292,14492,0
6460,11292,14683,0
6460,13485,11292,0
6460,14492,11292,0
6460,14683,11292,0
6200,11292,10620,39954
6200,11292,11540,67964
7024,11193,11292,0
7024,11292,11193,0
6910,11292,14869,33216
0A050,11298,11292,2100
7041,10849,11292,0
7041,11292,10849,0
7041,11292,13487,0
7041,11292,14730,0
7041,13367,11292,0
7041,14730,11292,0
6700,10140,11292,0
6700,10279,11292,0
6700,10849,11292,0
6700,11292,10279,0
6700,11292,10849,0
6700,11292,11193,0
6700,11292,11267,0
6700,11292,11986,0
6700,11292,12896,0
6700,11292,13502,0
6700,11292,13891,0
6700,11292,14107,0
6700,11292,14262,0
6700,11292,14489,0
6700,11292,14683,0
6700,11292,15370,0
6700,11423,11292,0
6700,12892,11921,0
6700,12896,11292,0
6700,13502,11292,0
6700,13891,11292,0
6700,14107,11292,0
6700,14457,11292,0
0A875,10800,11292,0
0A875,10821,11292,133
0A875,11057,11292,130
0A875,11292,10397,472
0A875,11292,11618,568
0A875,11292,13198,0
0A875,11292,14262,0
0A875,13851,11292,64
0A875,13930,11292,1505
0A875,14262,11292,34
0A875,14492,11292,20
6725,10140,11292,884
6725,10257,11292,0
6725,10397,11292,119
6725,10529,11292,1352
6725,11292,10994,451
6725,11292,12339,368
6725,11292,12954,0
6725,11292,13198,318
6725,11292,13495,137
6725,11292,13495,107
6725,11292,13871,40
6725,11292,13891,2230
6725,11292,13931,95
6725,11292,14683,0
6725,11292,14747,1828
6725,11292,14831,18
6725,11292,14893,326
6725,11292,15376,559
6725,12339,11292,1105
6725,12954,11292,0
6725,13495,11292,0
6725,13871,11292,397
6725,13891,11292,833
6725,13931,11292,0
6003,10140,11292,0
6003,10599,11292,0
6003,11042,11292,0
6003,11292,10140,0
6003,11292,10693,0
6003,11292,11540,0
6003,11292,13244,0
6003,11292,13851,0
6003,11292,15919,0
6003,11298,11292,0
6003,11423,11292,0
6003,13244,11292,0
6003,13487,11292,0
6003,13495,11292,0
6003,13871,11292,0
6003,14683,11292,0
6003,15919,11292,0
6460,11003,11292,0
6460,11292,11003,0
6460,11292,12339,0
6460,12339,11292,0
6460,13487,11292,0
6904,10620,11292,0
6904,11292,10620,0
6904,11292,14783,0
6904,11292,14814,0
6904,11292,15376,0
6904,13198,11292,0
6904,14814,11292,0
6904,15376,11292,0
6085,13930,11109,0
6910,13891,11292,70464
1131,11921,12892,0
1131,12892,11921,0
0A050,11292,11298,0
0A050,11298,11292,11
7041,10140,11292,0
7041,11292,10140,0
7041,11292,11298,0
7041,11298,11292,0
6700,11292,11884,0
6700,11292,13486,0
6700,11292,13487,0
6700,11292,14783,0
6700,11413,12892,0
6700,11884,11292,0
6700,12892,11413,0
6700,13198,11292,0
6700,13486,11292,0
6700,13487,11292,0
6700,13871,11292,0
6700,14783,11292,0
0A875,10397,11292,153
0A875,10849,11292,0
0A875,11003,11292,31
0A875,11066,11292,225
0A875,11066,11292,484
0A875,11193,11292,24
0A875,11292,10713,575
0A875,11292,10849,125
0A875,11292,11057,111
0A875,11292,11066,104
0A875,11292,11066,276
0A875,11292,11603,5
0A875,11292,11648,119
0A875,11292,12982,0
0A875,11292,13485,5
0A875,11292,13495,209
0A875,11292,14100,1272
0A875,11292,14100,593
0A875,11292,14570,24
0A875,11292,14771,3711
0A875,11433,11292,5
0A875,11648,11292,5
0A875,12982,11292,0
0A875,13485,11292,112
0A875,14570,11292,19
6725,10140,11292,1861
6725,10994,11292,0
6725,11292,10423,505
6725,11292,13931,36
6725,11292,14679,0
6725,11292,14683,387
6725,11292,14831,509
6725,13342,11292,165
6725,13487,11292,1591
6725,13931,11292,0
6725,14683,11292,0
6725,14869,11292,8
6725,15376,11292,82
6003,11292,12339,0
6003,11292,14683,0
6003,11540,11292,0
6003,14869,11292,0
6460,11292,13342,0
6460,11292,14908,0
6460,13342,11292,0
6460,14908,11292,0
6795,11292,13487,0
6904,11292,12278,0
6904,12278,11292,0
6820,13502,13930,0
6820,13930,13502,0
6910,11292,10800,153735
6910,11292,14730,243523
6910,11292,14869,173084
6910,14869,11292,171992
7041,11292,11003,0
7041,11292,12339,0
7041,12339,11292,0
6700,10620,11292,0
6700,11292,10397,0
6700,11292,10620,0
6700,11292,11042,0
6700,11292,11413,0
6700,11292,11648,0
6700,11292,12278,0
6700,11292,13198,0
6700,11292,13244,0
6700,11292,13433,0
6700,11292,13871,0
6700,11292,14689,0
6700,11413,11292,0
6700,13198,11292,0
6700,13244,11292,0
6700,14262,11292,0
6700,14869,11292,0
0A875,10713,11292,471
0A875,11057,11292,99
0A875,11292,10821,62
0A875,11292,11003,4
0A875,11292,11057,24
0A875,11292,11193,90
0A875,11292,11618,31037
0A875,11292,11884,136
0A875,11292,13264,42
0A875,11292,13891,8
0A875,11292,14831,155
0A875,11292,14893,0
0A875,11292,15376,128
0A875,11697,11292,52
0A875,11884,11292,33
0A875,13198,11292,109
0A875,13851,11292,0
0A875,13891,11292,54
0A875,14057,11292,460
0A875,14747,11292,50
0A875,14831,11292,0
0A875,15376,11292,27
6725,10693,11292,1612
6725,11292,12954,0
6725,11292,13487,1845
6725,11292,15016,1226
6725,12191,11292,1674
6725,12954,11292,0
6725,13851,11292,139
6725,14122,11292,0
6725,15016,11292,832
6003,15016,11292,0
6460,11292,14107,0
6460,14107,11292,0
6795,13487,11292,0
6904,11292,11003,0
6932,11233,11292,0
6932,11292,11233,0
7041,11292,13244,0
7041,13487,11292,0
7041,13502,13930,0
7041,13930,13502,0
6700,10397,11292,0
6700,11042,11292,0
6700,11109,12892,0
6700,11292,11057,0
6700,11292,13264,0
6700,11292,13964,0
6700,11423,11292,0
6700,11648,11292,0
6700,12278,11292,0
6700,13244,11292,0
6700,13433,11292,0
6700,13964,11292,0
6700,14489,11292,0
6700,14689,11292,0
6700,15370,11292,0
6700,15376,11292,0
0A875,10423,11292,174
0A875,11292,11433,86
0A875,11292,11986,0
0A875,11292,12339,0
0A875,11292,13198,0
0A875,11292,13342,2
0A875,11292,13495,0
0A875,11618,11292,65896
0A875,12339,11292,0
0A875,12339,11292,34
0A875,13264,11292,0
0A875,13342,11292,122
0A875,14100,11292,121
6725,11292,11697,0
6725,11292,12451,391
6725,11292,13198,8
6725,11292,13796,889
6725,11292,13851,497
6725,12451,11292,0
6725,14771,11292,1786
6725,14869,11292,1409
6003,10397,11292,0
6003,11292,10397,0
6003,11292,11298,0
6003,11292,13871,0
6003,11292,14730,0
6200,11109,11921,125368
6200,11292,13244,367675
6200,11292,13244,460413
6200,11921,11109,66319
6200,13244,11292,465747
6904,11292,11775,0
6035,11921,12889,0
6035,12889,11921,0
7041,11292,15412,0
7041,15412,11292,0
6700,10423,11292,0
6700,10561,11292,0
6700,11057,11292,0
6700,11292,11921,0
6700,11292,14524,0
6700,14524,11292,0
0A875,10620,11292,123
0A875,10713,11292,0
0A875,10800,11292,94
0A875,11292,10620,314
0A875,11292,10713,495
0A875,11292,10800,89
0A875,11292,11423,694
0A875,11292,11603,9
0A875,11292,11603,34
0A875,11292,13342,4
0A875,11292,13851,57
0A875,11292,14122,608
0A875,11292,14869,2692
0A875,11423,11292,193
0A875,11603,11292,0
0A875,13198,11292,0
0A875,13342,11292,10
0A875,14100,11292,327
0A875,14122,11292,51
0A875,15370,11292,1
6725,10423,11292,688
6725,11042,11292,3842
6725,11292,11618,1096
6725,11292,14193,0
6725,11292,14492,3608
6725,14193,11292,0
6725,15370,11292,76
6904,11003,11292,0
6904,11292,12094,0
6904,11775,11292,0
6910,11292,14730,433940
6910,14730,11292,579794
0A050,11292,14107,0
0A050,14107,11292,0
7041,11292,11042,0
6700,11193,11292,0
6700,11292,15376,0
6700,13851,11292,0
0A875,10423,11292,393
0A875,11292,10423,24
0A875,11292,10529,500
0A875,11292,11433,1089
0A875,11292,11697,47
0A875,11292,12953,62
0A875,11292,13485,24
0A875,11292,13487,4189
0A875,11292,14747,55
0A875,11292,15370,8
0A875,11603,11292,0
0A875,13495,11292,458
0A875,14869,11292,305
6725,11292,11884,1918
6725,11292,12191,817
6725,11292,12892,1092
6725,11292,13851,1610
6725,11292,14107,1273
6725,11292,14771,2813
6725,12889,11292,208
6725,13198,11292,284
6725,14492,11292,1163
6003,10693,11292,0
6460,11109,14771,0
6460,14771,11109,0
6200,11292,13796,147267
6904,11292,12012,0
6904,12012,11292,0
6904,12094,11292,0
6035,10466,11109,0
6035,11109,10466,0
6035,11109,12889,0
6035,11921,12892,0
6035,12889,11109,0
6035,12892,11921,0
1158,10643,11292,0
1158,11292,10643,0
6700,11292,11003,0
6700,11292,11648,0
6700,11292,13851,0
6700,11292,13851,0
6700,11648,11292,0
6700,11921,11292,0
6700,13264,11292,0
0A875,10821,11292,38
0A875,11292,12339,404
0A875,11292,14057,81
0A875,11433,11292,679
0A875,11603,11292,3
0A875,12339,11292,395
0A875,13485,11292,224
6725,11292,10397,882
6725,11292,10529,8211
6725,12339,11292,2897
6725,13487,11292,3031
6725,14683,11292,219
6460,11292,11278,0
6910,14730,11292,297183
6700,11066,11292,0
6700,11292,10800,0
6700,11292,11066,0
6700,11292,15376,0
6700,15016,11292,0
0A875,10529,11292,178
0A875,11292,10821,509
0A875,11292,11423,1925
0A875,11292,11775,56
0A875,11292,14262,131
0A875,11423,11292,110
0A875,12264,11292,501
0A875,13495,11292,259
0A875,13891,11292,255
0A875,14262,11292,0
6725,11292,11042,3391
6725,11292,12889,321
6725,11292,13487,1259
6725,11292,14730,2736
6725,13851,11292,1541
6725,14730,11292,2418
6725,14771,11292,5484
6003,12266,11109,0
6460,11278,11292,0
6460,11292,11423,0
6460,11423,11292,0
6200,11292,13244,247774
6200,13244,11292,932323
6904,11292,15370,0
6904,15370,11292,0
6932,11292,15177,0
6932,15177,11292,0
1177,10950,14107,0
1177,14107,10950,0
1260,11292,12953,1607
6700,13851,11292,0
0A875,10821,11292,78
0A875,11292,11603,147
0A875,11292,12264,384
0A875,11292,13495,763
0A875,11292,13871,0
0A875,11292,13891,351
0A875,11292,14893,1621
0A875,11775,11292,318
6725,11292,12264,2751
6725,12892,11292,9031
6725,13198,11292,88
6725,14107,11292,1139
6460,11109,12892,0
6460,12892,11109,0
6904,11292,11986,0
6673,11292,12478,0
6673,12478,11292,0
7041,11292,14683,0
7041,14683,11292,0
6700,11292,11603,0
0A875,11292,13487,3504
0A875,11292,14492,186
0A875,11292,14747,79
0A875,11298,11292,616
0A875,13342,11292,90
0A875,13487,11292,37
0A875,14893,11292,500
6725,11292,10693,2576
6200,11638,11921,147172
6904,14783,11292,0
6035,11193,11292,0
6035,11292,11193,0
1260,12953,11292,4
6700,11292,14869,0
6700,13367,11292,0
0A875,11292,10620,719
0A875,11292,11423,4017
0A875,11292,13342,187
0A875,11292,13871,243
0A875,11292,13891,357
0A875,11292,15304,285
0A875,13204,11292,5
0A875,14492,11292,484
0A875,14679,11292,2
6460,10849,11292,0
6460,11003,11292,0
6460,11292,10849,0
6460,11292,11003,0
6460,11292,11995,0
6460,11292,14747,0
6460,11995,11292,0
6460,14747,11292,0
6200,13796,11292,540673
6700,11003,11292,0
0A875,10620,11292,405
0A875,11292,10423,56
0A875,11292,14679,111
0A875,11423,11292,20
0A875,12266,11292,2188
0A875,13871,11292,47
0A875,13891,11292,81
0A875,14831,11292,12
6725,11259,11292,8741
6725,11697,11292,4467
6460,10693,11292,0
6460,11292,10693,0
6700,11109,14747,0
6700,11603,11292,0
6700,14747,11109,0
0A875,10140,11292,217
0A875,11292,14122,70
0A875,13871,11292,27
0A875,14122,11292,435
6003,11423,11292,0
6460,11292,13485,0
6460,13485,11292,0
6200,11292,13244,1163906
6904,11292,12003,0
6904,11292,15919,0
6904,15919,11292,0
6580,11109,14747,0
6580,14747,11109,0
1260,11433,11292,690
6700,11292,13367,0
0A875,11292,10140,316
0A875,12889,11292,615
0A875,12953,11292,0
0A875,14747,11292,437
0A875,14893,11292,182
6003,13244,11292,0
6460,10693,11292,0
6460,11292,10693,0
6460,11292,13486,0
6460,11292,15412,0
6460,13486,11292,0
6460,15412,11292,0
6200,11921,11638,317135
6200,11921,13244,321148
6200,13244,11292,482374
6200,13244,11292,1382593
6200,13244,11921,660324
6904,12003,11292,0
6904,12992,11292,0
1177,10950,14107,0
1177,14107,10950,0
1260,11292,13487,285
1260,11433,11292,926
7041,15370,11292,0
6700,10140,11292,0
6700,11292,13198,0
6700,11292,14262,0
6700,11540,11292,0
6700,14262,11292,0
0A875,11066,11292,252
0A875,11292,10140,466
0A875,11292,11042,503
0A875,11292,12339,113
0A875,11292,12889,287
0A875,13264,11292,87
0A875,13495,11292,791
0A875,14122,11292,1632
0A875,14831,11292,145
6725,11292,11259,3577
6460,11292,14057,0
6460,11292,14747,0
6460,14057,11292,0
6460,14747,11292,0
6904,11292,13367,0
6700,11292,11540,0
6700,11292,11603,0
6700,11292,15919,0
6700,11603,11292,0
6700,12278,11292,0
0A875,10140,11292,546
0A875,11292,10821,1405
0A875,11292,11066,2694
0A875,11292,12266,517
0A875,11292,14122,303
0A875,11292,14831,361
0A875,11292,14831,190
0A875,11292,14869,2929
0A875,11292,15016,1156
0A875,14869,11292,342
0A875,15304,11292,983
6725,11292,12889,2500
6003,11292,15370,0
6904,11109,11292,0
6904,11292,11109,0
6904,11423,11292,0
6910,10620,11292,567627
6910,11292,10620,1175210
6910,11292,13891,856546
6910,13891,11292,1399292
6910,14512,11292,1331386
6700,11292,12278,0
6700,11292,14730,0
6700,14457,11292,0
0A875,10529,11292,688
0A875,10849,11292,0
0A875,11292,10849,1529
0A875,11292,13264,324
0A875,11292,13495,575
0A875,11292,14107,837
0A875,11292,14570,262
0A875,11292,14683,684
0A875,11292,14771,17245
0A875,11775,11292,171
0A875,11884,11292,413
0A875,14570,11292,72
0A875,14771,11292,196833
0A875,15304,11292,916
6003,10140,11292,0
6003,11292,10140,0
6003,11292,11042,0
6003,11292,14869,0
6003,13198,11292,0
6460,11109,13930,0
6200,10194,11292,738980
6200,11292,10194,620058
6200,13244,11292,1402901
7041,10397,11292,0
7041,11292,13367,0
7041,11292,13495,0
6700,10372,14869,0
6700,11267,11292,0
6700,11292,13198,0
6700,11292,15919,0
6700,11298,11292,0
6700,11638,11292,0
6700,14107,11292,0
6700,14683,11292,0
0A875,10423,11292,1573
0A875,11057,11292,851
0A875,11292,11057,822
0A875,11292,11775,164
0A875,11292,11775,12
0A875,11292,11884,370
0A875,11292,13198,1076
0A875,11292,13851,64
0A875,11292,14122,918
0A875,11292,14679,311
0A875,11292,14683,1695
0A875,11775,11292,252
6725,11292,11042,14047
6460,11292,11423,0
6460,11423,11292,0
6460,13930,11109,0
1260,13487,11292,3649
7041,11292,12278,0
6700,10713,11292,0
6700,11292,10140,0
6700,11292,15016,0
6700,14869,10372,0
0A875,10397,11292,348
0A875,11292,11697,182
0A875,11292,13487,1835
0A875,11292,13891,211
0A875,11292,14057,2737
0A875,11292,14747,559
0A875,11292,14831,623
0A875,11292,15304,235
0A875,11986,11292,38
0A875,13198,11292,899
0A875,13891,11292,179
0A875,14100,11292,2057
0A875,14122,11292,85
0A875,15016,11292,1033
0A875,15304,11292,371
6725,11292,10529,6073
6725,11292,14570,6063
6725,11292,14730,3689
6725,11292,14869,6210
6003,11292,13198,0
6299,10140,11413,35966
6299,11711,11413,21747
7041,11292,11193,0
7041,12094,11292,0
7041,14783,11292,0
6700,10372,14771,0
6700,10423,11292,0
6700,11447,11292,0
6700,12992,11292,0
6700,13029,11292,0
0A875,11292,10529,118
0A875,11292,13871,1536
0A875,11292,14524,262
0A875,11292,14689,70
0A875,11292,14771,17922
0A875,11697,11292,1186
0A875,13487,11292,102
0A875,13495,11292,738
0A875,13871,11292,171
0A875,14057,11292,848
0A875,14524,11292,116
0A875,14683,11292,1894
0A875,14689,11292,31
6725,11042,11292,7027
6725,11292,11066,21316
6725,11292,12953,1479
6003,11292,11066,0
6460,10627,11292,0
6460,11292,10627,0
6200,10140,11413,35960
6200,11109,13244,576847
6200,11711,11413,21715
6200,12094,11122,11749
6200,13244,11109,824702
6910,11292,14570,552896
7041,11292,12094,0
7041,11292,13871,0
7041,11292,14457,0
6700,10140,11292,0
6700,10397,11292,0
6700,10800,11292,0
6700,11193,11292,0
6700,11292,10140,0
6700,11292,11298,0
6700,11292,11638,0
6700,11292,14107,0
6700,11775,11292,0
6700,13198,11292,0
6700,13264,11292,0
6700,14698,11292,0
6700,14771,10372,0
0A875,10713,11292,660
0A875,11292,10713,3280
0A875,11292,12441,507
0A875,13851,11292,488
0A875,13851,11292,703
0A875,14100,11292,797
0A875,14107,11292,574
0A875,14771,11292,129167
6725,10994,11292,279
6725,11292,10713,3097
6725,11292,10994,745
6725,11433,11292,3409
6725,14730,11292,10538
6725,15376,11292,4522
6003,11066,11292,0
6003,13158,11292,0
6904,11292,15412,0
6904,15412,11292,0
6085,12266,13502,0
6085,13502,12266,0
1260,11193,11292,1529
1260,11292,11193,1
7041,11292,14783,0
7041,12278,11292,0
6700,10800,11292,0
6700,11292,14698,0
6700,12266,10372,0
6700,15370,11292,0
0A875,10713,11292,201
0A875,11292,10423,27
0A875,11292,10423,610
0A875,11292,11298,4871
0A875,11292,11697,493
0A875,11292,12278,388
0A875,11292,12758,1252
0A875,11292,13830,5028
0A875,11292,15304,5719
0A875,11697,11292,491
0A875,12278,11292,229
0A875,12441,11292,219
0A875,12758,11292,5865
0A875,13830,11292,1858
0A875,15370,11292,377
6725,10713,11292,2184
6725,11292,12451,3203
6725,12451,11292,996
6725,13891,11292,2376
6725,14831,11292,1103
6003,10423,11292,0
6003,11292,13158,0
6003,14730,11292,0
6003,15370,11292,0
6460,11292,11775,0
6460,11775,11292,0
6200,11122,12094,40688
6085,11109,12266,0
1177,11292,10950,0
7041,11193,11292,0
6700,11292,13264,0
6700,14262,11292,0
0A875,10721,11292,2585
0A875,11057,11292,73
0A875,11292,10397,2093
0A875,11292,10713,3285
0A875,11292,11057,3913
0A875,11292,14771,384
0A875,11298,11292,591
0A875,13487,11292,167
0A875,14893,11292,1068
6725,11259,11292,12170
6725,14893,11292,8631
6003,11292,13851,0
6460,11292,14869,0
6460,11292,15016,0
6460,12889,11109,0
6460,14869,11292,0
6460,15016,11292,0
6299,11413,10140,40799
7041,13244,11292,0
7041,13851,11292,0
6700,10372,12266,0
6700,10693,11292,0
6700,11292,10599,0
6700,11292,11775,0
6700,11292,14262,0
6700,11292,14814,0
6700,11423,11292,0
6700,12389,11292,0
6700,13871,11292,0
6700,14814,11292,0
0A875,11292,15370,92
0A875,14107,11292,1002
0A875,14831,11292,91
6725,10423,11292,5586
6725,11292,14100,5171
6725,11292,14122,1221
6725,11697,11292,6116
6725,11884,11292,1335
6460,11109,12889,0
6460,11292,12339,0
6460,11292,12889,0
6460,12339,11292,0
6460,12889,11292,0
6200,11413,10140,40799
6795,11292,13487,122
6795,13487,11292,816
6904,11292,13198,0
6904,11292,13502,0
6904,13502,11292,0
1177,10140,10272,0
1177,10272,10140,0
1177,10950,11292,0
7041,11292,13198,0
7041,11292,13486,0
7041,13871,11292,0
6700,10693,11292,0
6700,11292,10693,0
6700,11292,12389,0
