UNIQUE_CARRIER_ENTITY,ORIGIN_AIRPORT_ID,DEST_AIRPORT_ID,PASSENGERS
0A875,14107,11292,4320
0A875,14831,11292,3602
6725,10423,11292,4367
6725,11292,14100,3362
6725,11292,14122,3680
6725,11697,11292,3526
6725,11884,11292,3776
6460,11109,12889,3208
6460,11292,12339,3677
6460,11292,12889,3388
6460,12339,11292,4463
6460,12889,11292,3674
6200,11413,10140,0
6795,11292,13487,2861
6795,13487,11292,2982
6904,11292,13198,1231
6904,11292,13502,1208
6904,13502,11292,880
1177,10140,10272,114
1177,10272,10140,93
1177,10950,11292,193
7041,11292,13198,1906
7041,11292,13486,1722
7041,13871,11292,1681
6700,10693,11292,1573
6700,11292,10693,1860
6700,11292,12389,1016
6700,11292,13029,1387
6700,11292,13871,1997
6700,12892,11109,1134
0A875,11292,10821,4385
0A875,11292,14107,3896
0A875,11292,14683,3647
0A875,11292,14893,2703
0A875,14107,11292,3283
0A875,14683,11292,3716
6725,10257,11292,3488
6725,10529,11292,4554
6725,10721,11292,4330
6725,11292,11433,4551
6725,14570,11292,4227
6003,11109,11292,1667
6003,11292,10423,1616
6200,11292,13244,0
0A050,11292,14100,2610
0A050,11292,14107,3163
0A050,11503,11298,2489
0A050,12892,11292,4196
0A050,13303,11292,4330
0A050,14107,11292,3296
1260,11292,11433,4451
7041,11292,13851,1686
7041,13486,11292,1643
6700,10599,11292,1767
6700,11109,13930,1880
6700,11292,13029,1111
6700,13029,11292,1040
0A875,10423,11292,4160
0A875,11278,11292,4629
0A875,11292,11278,4488
6725,11292,14122,4400
6460,11292,14492,3949
6460,11292,14683,3838
6460,14057,11292,4765
6460,14492,11292,3890
6460,14683,11292,3981
6830,11292,11433,4466
6830,11292,11697,5775
6830,11697,11292,5583
6830,12266,11292,4792
6689,13502,11298,1648
6904,11292,11637,1038
6085,11109,13930,1158
0A050,11292,12892,3826
0A050,11292,13303,4379
0A050,11298,11503,3286
6700,10372,11298,1193
6700,11292,12278,1346
6700,11298,10372,1587
0A875,11292,10397,4615
0A875,11292,11884,4558
0A875,11292,12892,9532
0A875,11292,14107,3446
0A875,11292,14771,5596
0A875,12892,11292,9571
6725,11292,11986,3896
6725,11292,12339,4516
6725,11618,11292,4540
6725,11986,11292,3210
6003,10599,11292,1757
6460,10397,11292,5027
6460,11292,11066,4719
6460,11292,14057,4577
6460,11292,14679,4100
6460,12264,11292,4038
6460,14679,11292,4210
6830,11292,12266,4442
6830,11292,12892,4446
6830,11292,14679,4242
6830,11298,11292,4925
6830,11433,11292,4613
6830,12892,11292,4846
6830,13487,11292,4690
6830,14679,11292,4826
6689,11298,13502,1885
6689,13502,14107,1099
6689,14107,13502,1213
6031,11292,14747,4548
6031,14747,11292,4472
6904,11097,11292,1104
6904,11292,11097,1155
0A050,11292,14107,4970
0A050,14107,11292,5219
1260,10397,11109,4272
1260,11109,10397,4155
1260,11433,11292,4616
7041,11292,11503,1101
7041,11503,11292,1074
6700,10849,11292,1377
6700,11109,12266,1822
6700,11292,10713,1409
6700,11292,10713,2140
6700,11292,11638,1635
6700,11292,12156,1231
6700,12156,11292,1230
6700,12266,11109,1821
6700,12519,11292,1002
0A875,11292,12173,9692
0A875,11884,11292,4629
0A875,12173,11292,10120
0A875,12266,11292,6022
0A875,12278,11292,3015
0A875,12339,11292,5095
0A875,14747,11292,4659
6725,11292,10257,4156
6725,11292,14893,4468
6725,14100,11292,4114
6725,15304,11292,4158
6003,11292,10693,1973
6460,10423,11292,6530
6460,11042,11292,5709
6460,11057,11292,4265
6460,11066,11292,4684
6460,11109,13204,4166
6460,11109,14107,3970
6460,11292,10397,4906
6460,11292,10397,4042
6460,11292,10423,5791
6460,11292,11042,6024
6460,11292,11057,4238
6460,11292,11298,4019
6460,11292,12264,4253
6460,11292,12889,5830
6460,11292,12953,5262
6460,11292,13244,6427
6460,11292,13303,4884
6460,11292,13495,5282
6460,11292,13871,5107
6460,11292,14057,6484
6460,11292,14100,4952
6460,11292,14100,4247
6460,11292,14122,4881
6460,11292,14679,5035
6460,11292,14747,6608
6460,11292,14869,6379
6460,11292,15016,5959
6460,11292,15304,4193
6460,11298,11292,4219
6460,12889,11292,6328
6460,12953,11292,5148
6460,13204,11109,4243
6460,13244,11292,6482
6460,13303,11292,4934
6460,13495,11292,5291
6460,13871,11292,4940
6460,14057,11292,6037
6460,14100,11292,5089
6460,14100,11292,4107
6460,14107,11109,4175
6460,14122,11292,4543
6460,14679,11292,6308
6460,14747,11292,6262
6460,14869,11292,6107
6460,15016,11292,6556
6460,15304,11292,4031
6830,11292,11298,4029
6830,11292,12892,3682
6830,11292,13487,4741
6830,12892,11292,3987
6031,11292,14747,4766
6031,14747,11292,4770
6904,11292,12217,1222
6904,12217,11292,1273
0A050,14100,11292,5483
6700,10620,11292,1950
6700,11292,10620,1922
6700,11292,10849,1379
6700,11292,14689,1809
6700,12278,11292,1101
6700,13930,11109,2193
6700,14689,11292,1889
0A875,11292,12278,3211
0A875,11292,12953,4354
0A875,11292,13204,4866
0A875,11292,14107,4038
0A875,14107,11292,4094
0A875,14893,11292,4744
6725,11292,11433,3996
6460,10397,11292,4458
6460,11292,14679,6614
6460,11292,14869,5280
6460,14679,11292,5327
6460,14869,11292,5338
6904,11292,14730,1394
6904,14730,11292,1343
6910,11292,14730,0
6673,11292,12478,5404
6673,12478,11292,5414
1260,11292,14869,4522
1260,14869,11292,5168
7041,10423,11292,1961
6700,11292,11193,1743
0A875,10721,11292,4612
0A875,11042,11292,5316
0A875,11292,14908,3890
6725,11292,10423,5118
6725,11292,10721,5247
6725,11292,11259,5184
6725,13891,11292,4319
6725,14100,11292,5312
6725,14570,11292,4049
6003,11292,10599,1891
6460,11292,13342,4642
6460,13342,11292,4263
6910,14730,11292,0
6700,11292,11775,1445
6700,12892,11109,2034
0A875,10397,11292,5265
0A875,13871,11292,3938
6725,11292,10397,5318
6725,13342,11292,5196
6725,15376,11292,4278
6003,12339,11292,2209
6460,11292,13198,5468
6460,13198,11292,5574
6200,13244,11292,0
6904,11292,12992,1458
6904,11637,11292,1207
0A050,11292,11298,4423
6700,15376,11292,1613
0A875,11292,13342,3904
0A875,11292,13930,4826
0A875,11298,11292,5667
6725,11292,11697,5383
6460,11433,11292,5791
6904,11292,13029,1381
1260,11292,11433,5660
6700,11292,14457,1473
6700,11986,11292,2369
0A875,11292,11298,4739
0A875,11292,11298,3967
0A875,12953,11292,4905
0A875,13342,11292,3980
0A875,14679,11292,5720
0A875,14908,11292,4076
6725,11292,10693,5859
6725,11292,14100,5678
6725,11433,11292,4406
6725,11884,11292,4586
6725,12264,11292,5159
6725,14057,11292,5689
6460,11292,11433,5851
6200,11292,12339,0
6200,12339,11292,0
6904,10140,11292,1561
6904,11292,10140,1694
6904,11292,11540,1456
1260,11292,10397,6096
7041,11267,11292,2229
6700,11109,13930,1487
6700,11292,13158,1519
6700,11775,11292,1546
6700,15919,11292,1418
0A875,11292,11042,5509
0A875,11618,11292,4873
6725,11292,14771,4411
6003,11109,12266,2188
6904,11540,11292,1612
6910,14730,11292,0
1260,10397,11292,6261
1260,11292,12478,4559
1260,12478,11292,4346
7041,14457,11292,2012
6700,13158,11292,1585
0A875,10821,11292,6129
0A875,11292,11298,5611
0A875,11292,11986,4159
0A875,11292,13204,5164
0A875,11292,13871,4461
0A875,11618,11292,5570
0A875,13930,11292,5281
6725,10713,11292,4737
6725,11292,11066,4958
6725,11292,13204,4990
6725,11292,15304,4886
6725,13204,11292,6252
6904,13367,11292,1478
6700,10627,11292,1568
6700,11292,10627,1382
0A875,14771,11292,4290
6725,11292,12953,5135
6725,11292,14570,4814
6031,11292,14747,3939
6904,13029,11292,1542
6725,11292,14057,5182
6031,14747,11292,4029
6725,11292,10713,4784
0A875,11423,11292,4248
0A875,11292,11423,4415
0A875,12892,11292,5580
6700,15376,11292,2804
6932,11292,14534,382
0A875,11292,14679,4638
6700,10713,11292,2826
6700,14457,11292,1453
0A875,14679,11292,4750
0A875,11003,11292,3950
0A875,11292,11003,3976
0A875,11292,12441,4739
0A875,11292,12892,5843
0A875,11298,11292,5009
0A875,11648,11292,4051
6725,12889,11292,6430
6725,15016,11292,6641
6932,14534,11292,351
1260,14869,11292,4557
6700,11292,10800,2660
6700,11292,13851,2630
6700,11292,14457,2448
6700,11292,14869,1887
6700,13851,11292,2797
0A875,11292,11648,4866
0A875,11292,14893,6536
6725,10821,11292,4751
6725,14747,11292,5983
1260,11292,14747,4337
1260,11292,14869,4489
6700,11292,13244,3017
0A875,12441,11292,5042
0A875,14492,11292,6246
1260,14747,11292,4378
7041,11292,10397,2565
0A875,11292,11433,6246
0A875,11292,13204,7006
0A875,11292,14679,7196
0A875,13487,11292,5065
6725,11292,13342,7402
6725,11292,14679,7077
7041,11292,15016,3004
6700,14783,11292,1747
0A875,11292,14492,6406
6460,11292,13930,9407
6460,13930,11292,9732
6700,11292,11423,3249
6700,11292,14831,3110
6700,14831,11292,3231
0A875,11292,10721,7491
0A875,11292,13930,7767
0A875,11433,11292,6859
0A875,13485,11292,5284
6904,15016,11292,2129
6932,11711,11292,381
1260,12953,11292,6261
6700,13486,11292,1757
6700,14489,11292,2847
0A875,11292,11618,6450
0A875,11292,13485,5287
0A875,11292,14100,6895
0A875,11618,11292,7486
0A875,13204,11292,6692
6725,11292,12892,7485
6725,12892,11292,7583
6003,11292,12339,3090
6932,11292,11711,385
1260,11292,12478,7288
1260,11433,11292,7061
1260,12478,11292,7342
6700,11292,15370,2134
0A875,11042,11292,7395
0A875,11292,11618,7386
6725,14122,11292,6423
1260,11292,11433,7029
1260,11292,12953,6666
7041,11292,10423,3165
7041,11292,12441,2769
7041,12441,11292,2522
6700,10561,11292,1877
6700,11292,13486,2083
6700,11292,14489,2747
0A875,13204,11292,7447
0A875,14057,11292,7755
6725,11618,11292,6315
6085,12266,11109,2193
6081,11292,14120,2024
6700,11292,11413,2016
6700,11413,11292,1892
6700,13930,10372,2878
0A875,10299,11292,5427
6725,13796,11292,7861
6081,14120,11292,1858
6700,10372,13930,2245
6700,14869,11292,1912
6700,14893,11292,3307
6725,12264,11292,6809
6932,11292,14877,730
6932,14877,11292,758
6700,11292,12255,828
6700,11292,12519,1949
6700,11292,12888,1185
6700,11292,14783,1975
6700,12255,11292,787
0A875,11292,12889,7204
0A875,14679,11292,7769
6725,10693,11292,8402
6725,15370,11292,6899
6904,11292,11315,1759
6904,11315,11292,1671
1177,10221,11292,348
1177,10925,11292,321
1177,10950,11292,385
1177,11292,10221,312
1177,11292,10925,346
1177,11292,13200,250
1177,11292,15582,345
1177,13200,11292,242
1177,15582,11292,356
7041,11292,11267,3095
6700,12888,11292,1249
6700,12992,11292,2314
0A875,11292,10299,7770
6003,11292,11109,3288
6904,10279,11292,2218
6904,11292,10279,2043
6700,11109,12892,2274
6700,11292,14893,3739
0A875,11292,14057,8320
0A875,12266,11292,8865
6725,10397,11292,7356
6725,11292,11884,6379
6725,11292,13495,6864
6460,11292,14107,7563
6460,14107,11292,7396
1177,11292,10950,377
1260,11292,10397,9463
7041,11292,13502,3151
7041,13502,11292,2931
6700,11292,13433,1957
6700,13433,11292,1836
0A875,11292,14570,6807
0A875,12892,11292,8408
0A875,14570,11292,7154
6725,14492,11292,7434
1260,10397,11292,10174
6700,11292,10561,1970
6700,11292,11865,2215
6700,11292,12992,2485
6700,11292,14543,1516
6700,11865,11292,2138
6700,13930,11109,2455
6700,14543,11292,1440
6700,14869,11109,2470
0A875,10849,11292,6757
0A875,11292,10849,7746
0A875,11292,12892,8156
0A875,12889,11292,9127
6725,11292,13891,7547
6725,11292,14492,7652
6725,11292,15304,8998
6725,13495,11292,7596
6460,11292,14908,8093
6460,14908,11292,9464
6904,11292,12896,2258
6904,12896,11292,2259
6904,13486,11292,2414
1177,11092,11292,264
1177,11292,11092,247
6700,11109,14869,2603
0A875,11292,12266,8385
6725,11292,10721,7873
6725,11292,15376,6700
6460,13487,11292,7902
6830,11292,13930,9398
6904,11122,11292,2116
6904,11292,13486,2581
6673,10721,11292,7738
6673,11292,10721,7713
1260,11292,14869,5771
1260,14869,11292,5631
7041,13198,11292,3687
6700,11292,11109,3772
6700,11292,14869,4104
6700,12892,10372,2578
6700,14869,11292,3746
0A875,11292,14057,6906
0A875,12889,11292,8272
6725,11292,15016,9769
6725,11292,15370,7503
6460,11292,13487,8258
6904,11292,11122,2362
6904,11292,15016,2640
0A050,11292,13303,8248
0A050,14100,11292,8000
6700,14252,11292,2554
6700,14794,11292,2615
0A875,10620,11292,5383
0A875,11292,10620,6189
0A875,13930,11292,9954
6460,11193,11292,9470
6460,11292,12266,11739
6460,11292,13204,12093
6460,12266,11292,12625
6460,12892,11292,9957
6830,11292,12889,9401
6830,13930,11292,9995
6904,11292,12389,2200
6904,12389,11292,2374
0A050,11292,14107,8320
0A050,13303,11292,7971
0A050,14107,11292,8619
6700,10372,12892,1761
6700,11292,11540,2436
6700,11292,14252,2397
6700,11292,14794,2645
6700,11413,14107,3386
6700,11540,11292,2410
6700,11921,14107,3171
6700,14107,11413,3310
6700,14107,11921,3196
0A875,10721,11292,10011
0A875,11292,12889,9290
6460,11292,11193,9170
6460,11292,12889,9390
6460,11292,12892,10202
6460,11292,14771,10040
6460,12889,11292,9769
6460,13204,11292,13187
6460,14771,11292,10251
6830,12889,11292,9627
6904,11292,14674,2567
6904,14674,11292,2625
0A050,11292,14100,10642
6725,11066,11292,8200
6725,11292,13796,7814
6725,11292,14747,7995
7041,15016,11292,3905
6725,10721,11292,8179
7041,11292,11122,3039
6700,11292,15376,2909
7041,11122,11292,3257
6725,15304,11292,10585
6904,11921,11292,2600
0A875,12953,11292,10685
6904,11292,11921,2586
0A875,11292,11618,9640
6700,11292,12003,2787
6700,12003,11292,2393
0A875,11292,12264,10852
0A875,14057,11292,7912
0A875,12266,11292,10280
6725,14107,11292,10749
6700,11292,11638,2710
6700,11292,11921,2496
6700,11921,11292,2345
0A875,11292,14771,8437
0A875,11292,13487,8081
0A875,14771,11292,9050
6725,11292,11618,8701
6725,11292,14107,9871
6725,11292,13342,9408
0A875,11292,10721,11333
6904,11292,14457,3000
6904,10627,11292,2544
6725,12191,11292,9909
6725,14679,11292,11877
6904,11292,10627,2893
6725,11292,13796,9705
6725,13851,11292,8844
6003,14869,11292,4391
6725,11292,12264,10120
6904,14457,11292,2700
6725,11292,13851,8432
6725,11292,14057,12212
6725,14683,11292,10296
6725,11292,14747,12180
6700,11637,11292,2362
0A875,11292,12953,11953
1177,10272,11292,530
6932,11292,14288,236
6932,14288,11292,231
1177,11292,10272,506
6725,14057,11292,10611
6725,13342,11292,10537
6725,10140,11292,10387
6031,14747,11292,12319
0A875,11292,12266,11879
0A875,14908,11292,11062
6031,11292,14747,12963
0A875,11292,14908,10909
0A875,11292,12892,12461
6460,11278,11292,13523
0A875,12953,11292,12628
0A875,14771,11292,12784
0A050,13930,11292,9842
6700,11292,11637,2780
0A875,11292,14771,12112
6460,11292,11278,13293
6725,11292,12191,9579
0A050,11292,13930,8618
6725,11292,14683,10664
0A875,11292,12953,13447
0A875,12892,11292,13890
0A875,12264,11292,13876
6725,11292,10140,9727
6725,11292,10800,10912
6725,11292,12339,10509
6725,10800,11292,10876
6725,12953,11292,10491
6725,11292,13871,11440
6725,13871,11292,10802
6725,11292,12191,13559
6725,11292,10821,10038
6725,10397,11292,14138
6700,14869,11292,5933
0A875,11292,11618,13156
6700,11921,14869,3831
6725,11292,15016,11518
6700,14869,11921,3801
6725,13204,11292,11793
1006,11292,14771,9926
1006,14771,11292,11057
6725,11292,13204,13995
6725,10693,11292,11708
6700,12280,11292,3407
6725,14831,11292,11541
0A050,11292,12892,9410
6700,11292,12280,3526
6725,11292,10821,13200
6820,11298,11921,5376
6689,11413,11298,5087
6820,11921,11298,5171
0A050,12892,11292,9969
6689,11298,11413,5630
6725,13796,11292,11998
6700,11109,11292,5911
0A875,14747,11292,13073
0A050,11292,13930,12937
0A050,13930,11292,13418
6725,14747,11292,12588
6725,12191,11292,15853
6725,11292,10693,12290
6725,11292,14771,13038
6725,11292,10397,12813
6700,14747,11292,7063
0A875,11618,11292,15891
6700,11292,14747,7262
6700,11638,11292,4373
0A875,11292,14771,13560
6725,15016,11292,13754
6725,12339,11292,13816
0A875,11292,14747,14717
6725,14679,11292,13849
6725,11292,10423,13592
6725,11292,14831,13584
6700,11292,14869,7633
6725,10423,11292,14803
7041,11413,11292,6090
7041,11292,11413,6129
6725,11292,14893,14048
6725,13232,11292,15001
0A875,14771,11292,15815
6725,14893,11292,15625
0A050,11109,11298,14255
0A050,11298,11109,14678
6725,11292,13232,19851
6725,14771,11292,16528
6725,10821,11292,19734
6700,11109,11292,5618
0A875,12266,11292,18031
6725,11292,13487,17542
6725,11292,14679,17304
6725,13487,11292,17356
6700,11292,11109,5616
0A875,12264,11292,21180
6700,12892,11292,9952
6700,11292,12892,9644
6725,11292,14908,18123
6725,14908,11292,18540
1260,10397,11292,21790
6725,11292,14869,18725
6725,11292,13232,18170
1260,11292,10397,21215
0A875,11292,12264,22682
1260,11292,13487,22113
1260,13487,11292,22892
6725,13232,11292,24270
6725,11292,11259,18575
6725,14869,11292,20414
6725,11259,11292,21532
0A875,11292,12266,21654
6725,12892,11292,23055
6725,11292,12892,23511
6700,10372,11292,7698
6700,11292,10372,9173
6725,13198,11292,24267
0A050,11057,11292,30654
0A050,11292,11057,30124
6725,11292,13198,24681
6725,11292,14107,27616
6725,14107,11292,27878
6725,12889,11292,28061
0A875,13930,11292,33287
0A050,11292,11298,37440
0A875,11292,13930,34857
6725,11292,12889,31619
0A050,11298,11292,43885
